"indicator","geography_code","quintile","period","numerator","indicator_measure","lower_confidence_interval","upper_confidence_interval","definition","relative_inequality_gap","lower_confidence_interval_relative_ineq","upper_confidence_interval_relative_ineq","absolute_inequality_gap","lower_confidence_interval_absolute_ineq","upper_confidence_interval_absolute_ineq","population_attributable_risk"
"Psychiatric patient hospitalisations","S12000034","Total","2007/08 to 2009/10 financial years; 3-year aggregates",507.7,227.1,207,248.6,"Age-sex standardised rate per 100,000",21.7,-4.3,47.6,98.4,-19.4,216.3,10.5
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2008/09 to 2010/11 financial years; 3-year aggregates",151.7,308.2,260.4,362.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2008/09 to 2010/11 financial years; 3-year aggregates",112,238.3,194,289.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2008/09 to 2010/11 financial years; 3-year aggregates",94,209.1,166.8,258.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2008/09 to 2010/11 financial years; 3-year aggregates",79.3,189.2,147.1,239,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2008/09 to 2010/11 financial years; 3-year aggregates",80.7,192.3,151.2,241,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2008/09 to 2010/11 financial years; 3-year aggregates",517.7,227.4,207.4,248.7,"Age-sex standardised rate per 100,000",31,4,58,140.9,18.3,263.5,15.5
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2009/10 to 2011/12 financial years; 3-year aggregates",154.7,311.2,263.6,364.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2009/10 to 2011/12 financial years; 3-year aggregates",123,258.2,212.7,310.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2009/10 to 2011/12 financial years; 3-year aggregates",86.7,187.3,148.3,233.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2009/10 to 2011/12 financial years; 3-year aggregates",82,193.3,151.1,243,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2009/10 to 2011/12 financial years; 3-year aggregates",88.7,203.4,162.1,251.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2009/10 to 2011/12 financial years; 3-year aggregates",535,230.4,210.7,251.5,"Age-sex standardised rate per 100,000",30.6,-6,67.2,141,-27.6,309.6,11.9
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2010/11 to 2012/13 financial years; 3-year aggregates",166,332.9,283.6,388.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2010/11 to 2012/13 financial years; 3-year aggregates",131.3,268,223,319.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2010/11 to 2012/13 financial years; 3-year aggregates",77.3,161.4,126.5,202.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2010/11 to 2012/13 financial years; 3-year aggregates",78.7,182.5,142.3,230.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2010/11 to 2012/13 financial years; 3-year aggregates",83.7,184.2,146.1,229.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2010/11 to 2012/13 financial years; 3-year aggregates",537,226.5,207.3,246.9,"Age-sex standardised rate per 100,000",42.4,-8.4,93.3,192.3,-38.2,422.7,18.5
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2011/12 to 2013/14 financial years; 3-year aggregates",168.3,336.9,287.3,392.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2011/12 to 2013/14 financial years; 3-year aggregates",118,235.1,194.1,282.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2011/12 to 2013/14 financial years; 3-year aggregates",76,153.3,120.1,192.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2011/12 to 2013/14 financial years; 3-year aggregates",80,180,140.9,226.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2011/12 to 2013/14 financial years; 3-year aggregates",79.3,172.1,135.7,215.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2011/12 to 2013/14 financial years; 3-year aggregates",521.7,216.1,197.6,235.8,"Age-sex standardised rate per 100,000",44.5,-13.1,102,192.1,-56.7,441,20.1
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2012/13 to 2014/15 financial years; 3-year aggregates",157,311,263.7,364.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2012/13 to 2014/15 financial years; 3-year aggregates",109.3,214.7,175.9,259.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2012/13 to 2014/15 financial years; 3-year aggregates",75.7,153,119.8,192.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2012/13 to 2014/15 financial years; 3-year aggregates",72,160.9,124.3,204.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2012/13 to 2014/15 financial years; 3-year aggregates",68.7,149,115.2,189.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2012/13 to 2014/15 financial years; 3-year aggregates",482.7,197.9,180.3,216.6,"Age-sex standardised rate per 100,000",47.5,-2.1,97.2,188.1,-8.5,384.8,24.6
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2013/14 to 2015/16 financial years; 3-year aggregates",149,291.7,246.2,343,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2013/14 to 2015/16 financial years; 3-year aggregates",106,204.2,166.8,247.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2013/14 to 2015/16 financial years; 3-year aggregates",79.3,160.7,126.7,201,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2013/14 to 2015/16 financial years; 3-year aggregates",65.7,142,108.7,182.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2013/14 to 2015/16 financial years; 3-year aggregates",59.7,131.6,99.5,170.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2013/14 to 2015/16 financial years; 3-year aggregates",459.7,185.8,168.9,203.8,"Age-sex standardised rate per 100,000",51.3,13,89.6,190.6,48.4,332.8,29.3
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2014/15 to 2016/17 financial years; 3-year aggregates",135.3,262.2,219.6,310.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2014/15 to 2016/17 financial years; 3-year aggregates",103.7,199.3,162.3,242.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2014/15 to 2016/17 financial years; 3-year aggregates",81.3,165.9,131.2,206.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2014/15 to 2016/17 financial years; 3-year aggregates",59.7,126.4,95.7,163.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2014/15 to 2016/17 financial years; 3-year aggregates",57,125.1,93.8,163.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2014/15 to 2016/17 financial years; 3-year aggregates",437,175.9,159.6,193.4,"Age-sex standardised rate per 100,000",49.3,22.3,76.3,173.4,78.4,268.3,28.8
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2015/16 to 2017/18 financial years; 3-year aggregates",137.3,267.3,224.2,316.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2015/16 to 2017/18 financial years; 3-year aggregates",98.7,190.7,154.5,232.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2015/16 to 2017/18 financial years; 3-year aggregates",77,157,123.3,197,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2015/16 to 2017/18 financial years; 3-year aggregates",65,138.1,106.1,176.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2015/16 to 2017/18 financial years; 3-year aggregates",58,125.8,94.6,163.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2015/16 to 2017/18 financial years; 3-year aggregates",436,175.3,159,192.8,"Age-sex standardised rate per 100,000",47.9,14.7,81,167.8,51.7,283.9,28.5
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2016/17 to 2018/19 financial years; 3-year aggregates",135.7,265.6,222.6,314.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2016/17 to 2018/19 financial years; 3-year aggregates",93.7,181.1,145.8,222.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2016/17 to 2018/19 financial years; 3-year aggregates",80.7,163.1,128.8,203.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2016/17 to 2018/19 financial years; 3-year aggregates",62.3,134.8,102.8,173.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2016/17 to 2018/19 financial years; 3-year aggregates",61.3,132.1,100.2,170.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2016/17 to 2018/19 financial years; 3-year aggregates",433.7,174.6,158.4,192.1,"Age-sex standardised rate per 100,000",44.8,7.3,82.2,156.4,25.5,287.2,24.6
"Psychiatric patient hospitalisations","S12000034","1 - most deprived","2017/18 to 2019/20 financial years; 3-year aggregates",142.7,282,237.4,332.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","2","2017/18 to 2019/20 financial years; 3-year aggregates",95.3,183.5,148,224.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","3","2017/18 to 2019/20 financial years; 3-year aggregates",74.7,150.4,117.6,189.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","4","2017/18 to 2019/20 financial years; 3-year aggregates",62,133.6,101.9,171.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","5 - least deprived","2017/18 to 2019/20 financial years; 3-year aggregates",61.7,130.5,99.1,168.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000034","Total","2017/18 to 2019/20 financial years; 3-year aggregates",436.3,174.8,158.6,192.2,"Age-sex standardised rate per 100,000",50.2,1.9,98.6,175.5,6.5,344.5,25.7
"Psychiatric patient hospitalisations","S12000010","1 - most deprived","2002/03 to 2004/05 financial years; 3-year aggregates",83,517.1,406.8,647.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","2","2002/03 to 2004/05 financial years; 3-year aggregates",87.7,478.4,380.7,593,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","3","2002/03 to 2004/05 financial years; 3-year aggregates",70.7,377.8,291,481.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","4","2002/03 to 2004/05 financial years; 3-year aggregates",56.7,343.7,255.5,451.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","5 - least deprived","2002/03 to 2004/05 financial years; 3-year aggregates",42.7,255.4,181.6,348.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","Total","2002/03 to 2004/05 financial years; 3-year aggregates",340.7,393.6,351.4,439.4,"Age-sex standardised rate per 100,000",41.4,29.9,52.9,326.2,235.5,416.8,35.2
"Psychiatric patient hospitalisations","S12000010","1 - most deprived","2003/04 to 2005/06 financial years; 3-year aggregates",81.3,504.7,396,632.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","2","2003/04 to 2005/06 financial years; 3-year aggregates",82.7,455.7,358.7,569.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","3","2003/04 to 2005/06 financial years; 3-year aggregates",75,391.5,304.4,495.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","4","2003/04 to 2005/06 financial years; 3-year aggregates",55,341.7,251.4,452,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","5 - least deprived","2003/04 to 2005/06 financial years; 3-year aggregates",46.3,273.5,197.4,368.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","Total","2003/04 to 2005/06 financial years; 3-year aggregates",340.3,390.9,348.8,436.5,"Age-sex standardised rate per 100,000",36.5,32.8,40.2,285.5,256.6,314.4,30.5
"Psychiatric patient hospitalisations","S12000010","1 - most deprived","2004/05 to 2006/07 financial years; 3-year aggregates",75.7,455.3,354,575.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","2","2004/05 to 2006/07 financial years; 3-year aggregates",81.3,438.4,345.8,547.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","3","2004/05 to 2006/07 financial years; 3-year aggregates",82.3,425.8,336.9,530.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","4","2004/05 to 2006/07 financial years; 3-year aggregates",53.7,330.4,241,439.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","5 - least deprived","2004/05 to 2006/07 financial years; 3-year aggregates",43.3,261.9,186.3,356.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","Total","2004/05 to 2006/07 financial years; 3-year aggregates",336.3,381.2,340.2,425.6,"Age-sex standardised rate per 100,000",32.2,10.9,53.4,245.1,82.9,407.3,31.7
"Psychiatric patient hospitalisations","S12000010","1 - most deprived","2005/06 to 2007/08 financial years; 3-year aggregates",73.3,424.6,328.3,539.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","2","2005/06 to 2007/08 financial years; 3-year aggregates",79,423.7,333.1,530.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","3","2005/06 to 2007/08 financial years; 3-year aggregates",74.3,399.2,311.8,503.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","4","2005/06 to 2007/08 financial years; 3-year aggregates",50.7,296.8,216.4,395.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","5 - least deprived","2005/06 to 2007/08 financial years; 3-year aggregates",42.3,256,180.3,351.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","Total","2005/06 to 2007/08 financial years; 3-year aggregates",319.7,359.2,319.5,402.5,"Age-sex standardised rate per 100,000",32.1,9.8,54.4,230.7,70.3,391.1,29
"Psychiatric patient hospitalisations","S12000010","1 - most deprived","2006/07 to 2008/09 financial years; 3-year aggregates",70.3,388,299.1,494.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","2","2006/07 to 2008/09 financial years; 3-year aggregates",74,386.4,301.9,487,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","3","2006/07 to 2008/09 financial years; 3-year aggregates",61.7,342.4,260.7,441.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","4","2006/07 to 2008/09 financial years; 3-year aggregates",44.7,247,177.9,333.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","5 - least deprived","2006/07 to 2008/09 financial years; 3-year aggregates",36.3,224.2,152,316.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000010","Total","2006/07 to 2008/09 financial years; 3-year aggregates",287,316.6,279.7,356.8,"Age-sex standardised rate per 100,000",36.8,15.1,58.4,232.8,95.6,370,29.6
